RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
HG062,L36,Total,10min,42C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG62,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG62_S62_R1_001.fastq.gz,AD-JB-1S-HG62_S62_R2_001.fastq.gz,AD-JB-1S-HG62_S62_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG62_S62_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG62_S62_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG62_S62_R3_001.fastq.gz,B,nanoluc
HG063,L37,Total,10min,46C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG63,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG63_S63_R1_001.fastq.gz,AD-JB-1S-HG63_S63_R2_001.fastq.gz,AD-JB-1S-HG63_S63_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG63_S63_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG63_S63_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG63_S63_R3_001.fastq.gz,B,nanoluc
HG064,L38,Total,10min,30C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG64,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG64_S64_R1_001.fastq.gz,AD-JB-1S-HG64_S64_R2_001.fastq.gz,AD-JB-1S-HG64_S64_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG64_S64_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG64_S64_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG64_S64_R3_001.fastq.gz,B,nanoluc
HG065,L39,Total,10min,42C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG65,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG65_S65_R1_001.fastq.gz,AD-JB-1S-HG65_S65_R2_001.fastq.gz,AD-JB-1S-HG65_S65_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG65_S65_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG65_S65_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG65_S65_R3_001.fastq.gz,B,nanoluc
HG066,L40,Total,10min,46C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG66,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG66_S66_R1_001.fastq.gz,AD-JB-1S-HG66_S66_R2_001.fastq.gz,AD-JB-1S-HG66_S66_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG66_S66_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG66_S66_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG66_S66_R3_001.fastq.gz,B,nanoluc
HG067,L35,Sup,10min,30C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG67,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG67_S67_R1_001.fastq.gz,AD-JB-1S-HG67_S67_R2_001.fastq.gz,AD-JB-1S-HG67_S67_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG67_S67_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG67_S67_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG67_S67_R3_001.fastq.gz,B,nanoluc
HG068,L36,Sup,10min,42C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG68,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG68_S68_R1_001.fastq.gz,AD-JB-1S-HG68_S68_R2_001.fastq.gz,AD-JB-1S-HG68_S68_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG68_S68_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG68_S68_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG68_S68_R3_001.fastq.gz,B,nanoluc
HG069,L37,Sup,10min,46C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG69,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG69_S69_R1_001.fastq.gz,AD-JB-1S-HG69_S69_R2_001.fastq.gz,AD-JB-1S-HG69_S69_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG69_S69_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG69_S69_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG69_S69_R3_001.fastq.gz,B,nanoluc
HG070,L38,Sup,10min,30C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG70,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG70_S70_R1_001.fastq.gz,AD-JB-1S-HG70_S70_R2_001.fastq.gz,AD-JB-1S-HG70_S70_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG70_S70_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG70_S70_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG70_S70_R3_001.fastq.gz,B,nanoluc
HG071,L39,Sup,10min,42C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG71,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG71_S71_R1_001.fastq.gz,AD-JB-1S-HG71_S71_R2_001.fastq.gz,AD-JB-1S-HG71_S71_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG71_S71_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG71_S71_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG71_S71_R3_001.fastq.gz,B,nanoluc
HG072,L40,Sup,10min,46C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG72,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG72_S72_R1_001.fastq.gz,AD-JB-1S-HG72_S72_R2_001.fastq.gz,AD-JB-1S-HG72_S72_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG72_S72_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG72_S72_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG72_S72_R3_001.fastq.gz,B,nanoluc
HG073,L35,Pellet,10min,30C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG73,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG73_S73_R1_001.fastq.gz,AD-JB-1S-HG73_S73_R2_001.fastq.gz,AD-JB-1S-HG73_S73_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG73_S73_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG73_S73_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG73_S73_R3_001.fastq.gz,B,nanoluc
HG074,L36,Pellet,10min,42C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG74,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG74_S74_R1_001.fastq.gz,AD-JB-1S-HG74_S74_R2_001.fastq.gz,AD-JB-1S-HG74_S74_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG74_S74_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG74_S74_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG74_S74_R3_001.fastq.gz,B,nanoluc
HG075,L37,Pellet,10min,46C,BR2,BY4741,CHX,tg_19,mock,FALSE,SedSeq,220403,HG75,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG75_S75_R1_001.fastq.gz,AD-JB-1S-HG75_S75_R2_001.fastq.gz,AD-JB-1S-HG75_S75_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG75_S75_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG75_S75_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG75_S75_R3_001.fastq.gz,B,nanoluc
HG076,L38,Pellet,10min,30C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG76,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG76_S76_R1_001.fastq.gz,AD-JB-1S-HG76_S76_R2_001.fastq.gz,AD-JB-1S-HG76_S76_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG76_S76_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG76_S76_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG76_S76_R3_001.fastq.gz,B,nanoluc
HG077,L39,Pellet,10min,42C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG77,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG77_S77_R1_001.fastq.gz,AD-JB-1S-HG77_S77_R2_001.fastq.gz,AD-JB-1S-HG77_S77_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG77_S77_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG77_S77_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG77_S77_R3_001.fastq.gz,B,nanoluc
HG078,L40,Pellet,10min,46C,BR2,BY4741,CHX,tg_19,CHX,TRUE,SedSeq,220403,HG78,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1S-HG78_S78_R1_001.fastq.gz,AD-JB-1S-HG78_S78_R2_001.fastq.gz,AD-JB-1S-HG78_S78_R3_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG78_S78_R1_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG78_S78_R2_001.fastq.gz,220403_A00639_1097_BH52KGDRX2-AD-JB-1s-cmp-reSEQ/FastQ/AD-JB-1S-HG78_S78_R3_001.fastq.gz,B,nanoluc
HG079,L41,Total,15min,30C,BR1,BY4741,HyperOsmotic_EtOH,tg_12,mock,FALSE,SedSeq,220725,HG079,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG079_S1_R1_001.fastq.gz,AD-JB-HG079_S1_R2_001.fastq.gz,AD-JB-HG079_S1_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG079_S1_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG079_S1_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG079_S1_R3_001.fastq.gz,B,nanoluc
HG081,L43,Total,15min,30C,BR1,BY4741,HyperOsmotic_EtOH,tg_12,EtOH_15%,TRUE,SedSeq,220725,HG081,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG081_S3_R1_001.fastq.gz,AD-JB-HG081_S3_R2_001.fastq.gz,AD-JB-HG081_S3_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG081_S3_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG081_S3_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG081_S3_R3_001.fastq.gz,B,nanoluc
HG082,L44,Total,15min,30C,BR2,BY4741,HyperOsmotic_EtOH,tg_12,mock,FALSE,SedSeq,220725,HG082,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG082_S4_R1_001.fastq.gz,AD-JB-HG082_S4_R2_001.fastq.gz,AD-JB-HG082_S4_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG082_S4_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG082_S4_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG082_S4_R3_001.fastq.gz,B,nanoluc
HG084,L46,Total,15min,30C,BR2,BY4741,HyperOsmotic_EtOH,tg_12,EtOH_15%,TRUE,SedSeq,220725,HG084,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG084_S6_R1_001.fastq.gz,AD-JB-HG084_S6_R2_001.fastq.gz,AD-JB-HG084_S6_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG084_S6_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG084_S6_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG084_S6_R3_001.fastq.gz,B,nanoluc
HG085,L41,Sup,15min,30C,BR1,BY4741,HyperOsmotic_EtOH,tg_12,mock,FALSE,SedSeq,220725,HG085,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG085_S7_R1_001.fastq.gz,AD-JB-HG085_S7_R2_001.fastq.gz,AD-JB-HG085_S7_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG085_S7_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG085_S7_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG085_S7_R3_001.fastq.gz,B,nanoluc
HG087,L43,Sup,15min,30C,BR1,BY4741,HyperOsmotic_EtOH,tg_12,EtOH_15%,TRUE,SedSeq,220725,HG087,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-HG087_S9_R1_001.fastq.gz,AD-JB-HG087_S9_R2_001.fastq.gz,AD-JB-HG087_S9_R3_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG087_S9_R1_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG087_S9_R2_001.fastq.gz,220725_A00639_1256_AHGV3NDRX2-AD-JB-1S-0714/FastQ/AD-JB-HG087_S9_R3_001.fastq.gz,B,nanoluc
