ORF	gene	length.protein	classification	label	Length5UTR	Length3UTR	Length5UTR.est	Length3UTR.est	LengthTxEst	unspliced.CDS.length	LengthTxUnsplicedEst	ENA	SGD_ID	ncrna_classification	RNAcentral_ID	length.ncRNA
YBL105C	PKC1	1151	Verified	other	266	137	266	137	3859	3456	3859	NA	NA	NA	NA	NA
YBL106C	SRO77	1010	Verified	other	45	138	45	138	3216	3033	3216	NA	NA	NA	NA	NA
YBL107C	MIX23	196	Verified	other	6	119	6	119	716	591	716	NA	NA	NA	NA	NA
YBL107W-A	NA	34	Dubious	other	NA	NA	48	123	276	105	276	NA	NA	NA	NA	NA
YBL108C-A	PAU9	42	Verified	other	NA	NA	48	123	300	129	300	NA	NA	NA	NA	NA
YBL108W	NA	101	Dubious	other	NA	NA	48	123	477	306	477	NA	NA	NA	NA	NA
YBL109W	NA	111	Dubious	other	NA	NA	48	123	507	336	507	NA	NA	NA	NA	NA
YBL111C	NA	667	Verified	other	NA	NA	48	123	2175	2103	2274	NA	NA	NA	NA	NA
YBL112C	NA	105	Uncharacterized	other	NA	NA	48	123	489	318	489	NA	NA	NA	NA	NA
YBL113C	NA	792	Uncharacterized	other	NA	NA	48	123	2550	2379	2550	NA	NA	NA	NA	NA
YBL113W-A	NA	160	Dubious	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YBR001C	NTH2	780	Verified	other	139	69	139	69	2551	2343	2551	NA	NA	NA	NA	NA
YBR002C	RER2	286	Verified	other	25	164	25	164	1050	861	1050	NA	NA	NA	NA	NA
YBR003W	COQ1	473	Verified	other	29	134	29	134	1585	1422	1585	NA	NA	NA	NA	NA
YBR004C	GPI18	433	Verified	other	23	93	23	93	1418	1302	1418	NA	NA	NA	NA	NA
YBR005W	RCR1	213	Verified	other	58	156	58	156	856	642	856	NA	NA	NA	NA	NA
YBR006W	UGA2	497	Verified	other	116	136	116	136	1746	1494	1746	NA	NA	NA	NA	NA
YBR007C	DSF2	736	Verified	other	90	141	90	141	2442	2211	2442	NA	NA	NA	NA	NA
YBR008C	FLR1	548	Verified	other	246	68	246	68	1961	1647	1961	NA	NA	NA	NA	NA
YBR009C	HHF1	103	Verified	other	39	180	39	180	531	312	531	NA	NA	NA	NA	NA
YBR010W	HHT1	136	Verified	other	28	157	28	157	596	411	596	NA	NA	NA	NA	NA
YBR011C	IPP1	287	Verified	other	31	112	31	112	1007	864	1007	NA	NA	NA	NA	NA
YBR012C	NA	139	Dubious	other	NA	NA	48	123	591	420	591	NA	NA	NA	NA	NA
YBR012W-A	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YBR012W-B	NA	1756	retrotransposon	other	NA	NA	48	123	5442	NA	NA	NA	NA	NA	NA	NA
YBR013C	NA	129	Uncharacterized	other	NA	NA	48	123	561	390	561	NA	NA	NA	NA	NA
YBR014C	GRX7	203	Verified	other	60	124	60	124	796	612	796	NA	NA	NA	NA	NA
YBR015C	MNN2	597	Verified	other	99	134	99	134	2027	1794	2027	NA	NA	NA	NA	NA
YBR016W	NA	128	Verified	other	30	207	30	207	624	387	624	NA	NA	NA	NA	NA
YBR017C	KAP104	918	Verified	other	52	102	52	102	2911	2757	2911	NA	NA	NA	NA	NA
YBR018C	GAL7	366	Verified	MSN2/4	20	169	20	169	1290	1101	1290	NA	NA	NA	NA	NA
YBR019C	GAL10	699	Verified	other	30	115	30	115	2245	2100	2245	NA	NA	NA	NA	NA
YBR020W	GAL1	528	Verified	other	58	121	58	121	1766	1587	1766	NA	NA	NA	NA	NA
YBR021W	FUR4	633	Verified	other	114	138	114	138	2154	1902	2154	NA	NA	NA	NA	NA
YBR022W	POA1	177	Verified	other	62	157	62	157	753	534	753	NA	NA	NA	NA	NA
YBR023C	CHS3	1165	Verified	other	134	154	134	154	3786	3498	3786	NA	NA	NA	NA	NA
YBR024W	SCO2	301	Verified	other	113	176	113	176	1195	906	1195	NA	NA	NA	NA	NA
YBR025C	OLA1	394	Verified	HSF1	78	211	78	211	1474	1185	1474	NA	NA	NA	NA	NA
YBR026C	ETR1	380	Verified	MSN2/4	45	116	45	116	1304	1143	1304	NA	NA	NA	NA	NA
YBR027C	NA	110	Uncharacterized	other	NA	NA	48	123	504	333	504	NA	NA	NA	NA	NA
YBR028C	YPK3	525	Verified	other	51	176	51	176	1805	1578	1805	NA	NA	NA	NA	NA
YBR029C	CDS1	457	Verified	other	85	131	85	131	1590	1374	1590	NA	NA	NA	NA	NA
YBR030W	RKM3	552	Verified	other	83	56	83	56	1798	1659	1798	NA	NA	NA	NA	NA
YBR031W	RPL4A	362	Verified	RP	24	93	24	93	1206	1089	1206	NA	NA	NA	NA	NA
YBR032W	NA	100	Uncharacterized	other	764	70	764	70	1137	303	1137	NA	NA	NA	NA	NA
YBR033W	EDS1	919	Uncharacterized	MSN2/4	74	138	74	138	2972	2760	2972	NA	NA	NA	NA	NA
YBR034C	HMT1	348	Verified	other	26	190	26	190	1263	1047	1263	NA	NA	NA	NA	NA
YBR035C	PDX3	228	Verified	other	30	116	30	116	833	687	833	NA	NA	NA	NA	NA
YBR036C	CSG2	410	Verified	other	48	194	48	194	1475	1233	1475	NA	NA	NA	NA	NA
YBR037C	SCO1	295	Verified	MSN2/4	38	70	38	70	996	888	996	NA	NA	NA	NA	NA
YBR038W	CHS2	963	Verified	other	51	186	51	186	3129	2892	3129	NA	NA	NA	NA	NA
YBR039W	ATP3	311	Verified	other	70	175	70	175	1181	936	1181	NA	NA	NA	NA	NA
YBR040W	FIG1	298	Verified	other	NA	NA	48	123	1068	897	1068	NA	NA	NA	NA	NA
YBR041W	FAT1	669	Verified	other	53	142	53	142	2205	2010	2205	NA	NA	NA	NA	NA
YBR042C	CST26	397	Verified	other	45	73	45	73	1312	1194	1312	NA	NA	NA	NA	NA
YBR043C	QDR3	689	Verified	other	126	139	126	139	2335	2070	2335	NA	NA	NA	NA	NA
YBR044C	TCM62	572	Verified	other	58	58	58	58	1835	1719	1835	NA	NA	NA	NA	NA
YBR045C	GIP1	639	Verified	other	108	138	108	138	2166	1920	2166	NA	NA	NA	NA	NA
YBR046C	ZTA1	334	Verified	MSN2/4	31	271	31	271	1307	1005	1307	NA	NA	NA	NA	NA
YBR047W	FMP23	175	Uncharacterized	other	53	101	53	101	682	528	682	NA	NA	NA	NA	NA
YBR048W	RPS11B	156	Verified	RP	28	212	28	212	711	982	1222	NA	NA	NA	NA	NA
YBR049C	REB1	810	Verified	other	96	245	96	245	2774	2433	2774	NA	NA	NA	NA	NA
YBR050C	REG2	338	Verified	other	123	38	123	38	1178	1017	1178	NA	NA	NA	NA	NA
YBR051W	NA	116	Dubious	other	NA	NA	48	123	522	351	522	NA	NA	NA	NA	NA
YBR052C	RFS1	210	Verified	MSN2/4	54	57	54	57	744	633	744	NA	NA	NA	NA	NA
YBR053C	NA	358	Uncharacterized	other	12	95	12	95	1184	1077	1184	NA	NA	NA	NA	NA
YBR054W	YRO2	344	Verified	MSN2/4	317	377	317	377	1729	1035	1729	NA	NA	NA	NA	NA
YBR055C	PRP6	899	Verified	other	27	93	27	93	2820	2700	2820	NA	NA	NA	NA	NA
YBR056C-B	NA	52	Dubious	other	NA	NA	48	123	330	159	330	NA	NA	NA	NA	NA
YBR056W	MRX18	501	Verified	other	45	49	45	49	1600	1506	1600	NA	NA	NA	NA	NA
YBR056W-A	MNC1	66	Uncharacterized	other	27	451	27	451	679	201	679	NA	NA	NA	NA	NA
YBR057C	MUM2	366	Verified	other	90	121	90	121	1312	1101	1312	NA	NA	NA	NA	NA
YBR058C	UBP14	781	Verified	other	49	20	49	20	2415	2346	2415	NA	NA	NA	NA	NA
YBR058C-A	TSC3	80	Verified	other	53	171	53	171	467	243	467	NA	NA	NA	NA	NA
YBR059C	AKL1	1108	Verified	other	142	79	142	79	3548	3327	3548	NA	NA	NA	NA	NA
YBR060C	ORC2	620	Verified	other	87	57	87	57	2007	1863	2007	NA	NA	NA	NA	NA
YBR061C	TRM7	310	Verified	other	24	88	24	88	1045	933	1045	NA	NA	NA	NA	NA
YBR062C	NA	180	Uncharacterized	other	25	101	25	101	669	625	751	NA	NA	NA	NA	NA
YBR063C	CNM1	404	Verified	other	488	57	488	57	1760	1215	1760	NA	NA	NA	NA	NA
YBR064W	NA	142	Dubious	other	NA	NA	48	123	600	429	600	NA	NA	NA	NA	NA
YBR065C	ECM2	364	Verified	other	42	484	42	484	1621	1095	1621	NA	NA	NA	NA	NA
YBR066C	NRG2	220	Verified	other	65	99	65	99	827	663	827	NA	NA	NA	NA	NA
YBR067C	TIP1	210	Verified	HSF1	51	129	51	129	813	633	813	NA	NA	NA	NA	NA
YBR068C	BAP2	609	Verified	other	39	202	39	202	2071	1830	2071	NA	NA	NA	NA	NA
YBR069C	TAT1	619	Verified	other	105	157	105	157	2122	1860	2122	NA	NA	NA	NA	NA
YBR070C	ALG14	237	Verified	other	38	43	38	43	795	714	795	NA	NA	NA	NA	NA
YBR071W	NA	211	Verified	other	59	270	59	270	965	636	965	NA	NA	NA	NA	NA
YBR072C-A	NA	53	Uncharacterized	other	NA	NA	48	123	333	162	333	NA	NA	NA	NA	NA
YBR072W	HSP26	214	Verified	HSF1	68	164	68	164	877	645	877	NA	NA	NA	NA	NA
YBR073W	RDH54	958	Verified	other	NA	NA	48	123	3048	2877	3048	NA	NA	NA	NA	NA
YBR074W	PFF1	976	Verified	other	5	62	5	62	2998	2931	2998	NA	NA	NA	NA	NA
YBR076C-A	NA	88	Dubious	other	207	177	207	177	651	267	651	NA	NA	NA	NA	NA
YBR076W	ECM8	354	Verified	other	NA	NA	48	123	1236	1065	1236	NA	NA	NA	NA	NA
YBR077C	SLM4	162	Verified	other	51	308	51	308	848	489	848	NA	NA	NA	NA	NA
YBR078W	ECM33	429	Verified	other	170	300	170	300	1760	1620	2090	NA	NA	NA	NA	NA
YBR079C	RPG1	964	Verified	translation factors	25	89	25	89	3009	2895	3009	NA	NA	NA	NA	NA
YBR080C	SEC18	758	Verified	other	26	141	26	141	2444	2277	2444	NA	NA	NA	NA	NA
YBR081C	SPT7	1332	Verified	other	NA	NA	48	123	4170	3999	4170	NA	NA	NA	NA	NA
YBR082C	UBC4	148	Verified	HSF1	72	167	72	167	686	542	781	NA	NA	NA	NA	NA
YBR083W	TEC1	486	Verified	other	255	89	255	89	1805	1461	1805	NA	NA	NA	NA	NA
YBR084C-A	RPL19A	189	Verified	RP	41	81	41	81	692	1076	1198	NA	NA	NA	NA	NA
YBR084W	MIS1	975	Verified	other	38	142	38	142	3108	2928	3108	NA	NA	NA	NA	NA
YBR085C-A	NA	85	Verified	other	52	371	52	371	681	258	681	NA	NA	NA	NA	NA
YBR085W	AAC3	307	Verified	other	98	177	98	177	1199	924	1199	NA	NA	NA	NA	NA
YBR086C	IST2	946	Verified	other	280	132	280	132	3253	2841	3253	NA	NA	NA	NA	NA
YBR087W	RFC5	354	Verified	other	11	60	11	60	1136	1065	1136	NA	NA	NA	NA	NA
YBR088C	POL30	258	Verified	other	40	77	40	77	894	777	894	NA	NA	NA	NA	NA
YBR089C-A	NHP6B	99	Verified	other	32	178	32	178	510	300	510	NA	NA	NA	NA	NA
YBR089W	NA	199	Dubious	other	NA	NA	48	123	771	600	771	NA	NA	NA	NA	NA
YBR090C	NA	122	Uncharacterized	other	NA	NA	48	123	540	726	897	NA	NA	NA	NA	NA
YBR091C	TIM12	109	Verified	other	41	101	41	101	472	330	472	NA	NA	NA	NA	NA
YBR092C	PHO3	467	Verified	other	29	51	29	51	1484	1404	1484	NA	NA	NA	NA	NA
YBR093C	PHO5	467	Verified	other	47	64	47	64	1515	1404	1515	NA	NA	NA	NA	NA
YBR094W	PBY1	753	Verified	other	60	3	60	3	2325	2262	2325	NA	NA	NA	NA	NA
YBR095C	RXT2	430	Verified	other	29	92	29	92	1414	1293	1414	NA	NA	NA	NA	NA
YBR096W	NA	230	Uncharacterized	other	61	74	61	74	828	693	828	NA	NA	NA	NA	NA
YBR097W	VPS15	1454	Verified	other	NA	NA	48	123	4536	4365	4536	NA	NA	NA	NA	NA
YBR098W	MMS4	691	Verified	other	19	162	19	162	2257	2076	2257	NA	NA	NA	NA	NA
YBR099C	NA	127	Dubious	other	1436	23	1436	23	1843	384	1843	NA	NA	NA	NA	NA
YBR101C	FES1	290	Verified	HSF1	50	41	50	41	964	873	964	NA	NA	NA	NA	NA
YBR102C	EXO84	753	Verified	other	64	123	64	123	2449	2262	2449	NA	NA	NA	NA	NA
YBR103C-A	NA	47	Dubious	other	NA	NA	48	123	315	144	315	NA	NA	NA	NA	NA
YBR103W	SIF2	535	Verified	other	160	48	160	48	1816	1608	1816	NA	NA	NA	NA	NA
YBR104W	YMC2	329	Verified	other	83	88	83	88	1161	990	1161	NA	NA	NA	NA	NA
YBR105C	VID24	362	Verified	other	31	152	31	152	1272	1089	1272	NA	NA	NA	NA	NA
YBR106W	SND3	188	Verified	other	41	122	41	122	730	567	730	NA	NA	NA	NA	NA
YBR107C	IML3	245	Verified	other	55	338	55	338	1131	738	1131	NA	NA	NA	NA	NA
YBR108W	AIM3	947	Verified	other	36	184	36	184	3064	2844	3064	NA	NA	NA	NA	NA
YBR109C	CMD1	147	Verified	other	39	188	39	188	671	444	671	NA	NA	NA	NA	NA
YBR109W-A	NA	74	Dubious	other	4	1497	4	1497	1726	225	1726	NA	NA	NA	NA	NA
YBR110W	ALG1	449	Verified	other	180	108	180	108	1638	1350	1638	NA	NA	NA	NA	NA
YBR111C	YSA1	231	Verified	other	49	68	49	68	813	696	813	NA	NA	NA	NA	NA
YBR111W-A	SUS1	96	Verified	other	34	167	34	167	492	441	642	NA	NA	NA	NA	NA
YBR112C	CYC8	966	Verified	other	184	222	184	222	3307	2901	3307	NA	NA	NA	NA	NA
YBR113W	NA	160	Dubious	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YBR114W	RAD16	790	Verified	other	88	80	88	80	2541	2373	2541	NA	NA	NA	NA	NA
YBR115C	LYS2	1392	Verified	other	NA	NA	48	123	4350	4179	4350	NA	NA	NA	NA	NA
YBR116C	NA	175	Dubious	other	NA	NA	48	123	699	528	699	NA	NA	NA	NA	NA
YBR117C	TKL2	681	Verified	MSN2/4	NA	NA	48	123	2217	2046	2217	NA	NA	NA	NA	NA
YBR118W	TEF2	458	Verified	translation factors	52	96	52	96	1525	1377	1525	NA	NA	NA	NA	NA
YBR119W	MUD1	298	Verified	other	48	120	48	120	1065	986	1154	NA	NA	NA	NA	NA
YBR120C	CBP6	162	Verified	MSN2/4	83	60	83	60	632	489	632	NA	NA	NA	NA	NA
YBR121C	GRS1	667	Verified	other	93	114	93	114	2211	2004	2211	NA	NA	NA	NA	NA
YBR121C-A	NA	52	Dubious	other	931	1076	931	1076	2166	159	2166	NA	NA	NA	NA	NA
YBR122C	MRPL36	177	Verified	other	36	196	36	196	766	534	766	NA	NA	NA	NA	NA
YBR123C	TFC1	649	Verified	other	52	46	52	46	2048	1950	2048	NA	NA	NA	NA	NA
YBR124W	NA	119	Dubious	other	NA	NA	48	123	531	360	531	NA	NA	NA	NA	NA
YBR125C	PTC4	393	Verified	other	NA	NA	48	123	1353	1182	1353	NA	NA	NA	NA	NA
YBR126C	TPS1	495	Verified	MSN2/4	92	131	92	131	1711	1488	1711	NA	NA	NA	NA	NA
YBR126W-A	MEO1	68	Verified	other	23	154	23	154	384	207	384	NA	NA	NA	NA	NA
YBR126W-B	NA	47	Dubious	other	100	134	100	134	378	144	378	NA	NA	NA	NA	NA
YBR127C	VMA2	517	Verified	other	49	164	49	164	1767	1554	1767	NA	NA	NA	NA	NA
YBR128C	ATG14	344	Verified	other	46	78	46	78	1159	1035	1159	NA	NA	NA	NA	NA
YBR129C	OPY1	328	Verified	other	35	107	35	107	1129	987	1129	NA	NA	NA	NA	NA
YBR130C	SHE3	425	Verified	other	52	103	52	103	1433	1278	1433	NA	NA	NA	NA	NA
YBR131C-A	NA	29	Dubious	other	NA	NA	48	123	261	90	261	NA	NA	NA	NA	NA
YBR131W	CCZ1	704	Verified	other	30	75	30	75	2220	2115	2220	NA	NA	NA	NA	NA
YBR132C	AGP2	596	Verified	MSN2/4	152	303	152	303	2246	1791	2246	NA	NA	NA	NA	NA
YBR133C	HSL7	827	Verified	other	129	104	129	104	2717	2484	2717	NA	NA	NA	NA	NA
YBR134W	NA	133	Dubious	other	NA	NA	48	123	573	402	573	NA	NA	NA	NA	NA
YBR135W	CKS1	150	Verified	other	94	191	94	191	738	453	738	NA	NA	NA	NA	NA
YBR136W	MEC1	2368	Verified	other	NA	NA	48	123	7278	7107	7278	NA	NA	NA	NA	NA
YBR137W	NA	179	Verified	other	73	135	73	135	748	540	748	NA	NA	NA	NA	NA
YBR138C	NA	524	Uncharacterized	other	61	149	61	149	1785	1575	1785	NA	NA	NA	NA	NA
YBR139W	ATG42	508	Verified	other	11	160	11	160	1698	1527	1698	NA	NA	NA	NA	NA
YBR140C	IRA1	3092	Verified	other	NA	NA	48	123	9450	9279	9450	NA	NA	NA	NA	NA
YBR141C	BMT2	337	Verified	other	31	103	31	103	1148	1014	1148	NA	NA	NA	NA	NA
YBR141W-A	NA	31	Dubious	other	26	485	26	485	607	96	607	NA	NA	NA	NA	NA
YBR142W	MAK5	773	Verified	RiBi	58	177	58	177	2557	2322	2557	NA	NA	NA	NA	NA
YBR143C	SUP45	437	Verified	translation factors	36	147	36	147	1497	1314	1497	NA	NA	NA	NA	NA
YBR144C	NA	104	Uncharacterized	other	NA	NA	48	123	486	315	486	NA	NA	NA	NA	NA
YBR145W	ADH5	351	Verified	glycolysis	56	101	56	101	1213	1056	1213	NA	NA	NA	NA	NA
YBR146W	MRPS9	278	Verified	other	52	202	52	202	1091	837	1091	NA	NA	NA	NA	NA
YBR147W	RTC2	296	Verified	MSN2/4	146	46	146	46	1083	891	1083	NA	NA	NA	NA	NA
YBR148W	YSW1	609	Verified	other	NA	NA	48	123	2001	1830	2001	NA	NA	NA	NA	NA
YBR149W	ARA1	344	Verified	MSN2/4	38	124	38	124	1197	1035	1197	NA	NA	NA	NA	NA
YBR150C	TBS1	1094	Verified	other	NA	NA	48	123	3456	3285	3456	NA	NA	NA	NA	NA
YBR151W	APD1	316	Verified	other	113	130	113	130	1194	951	1194	NA	NA	NA	NA	NA
YBR152W	SPP381	291	Verified	other	68	676	68	676	1620	876	1620	NA	NA	NA	NA	NA
YBR153W	RIB7	244	Verified	other	74	175	74	175	984	735	984	NA	NA	NA	NA	NA
YBR154C	RPB5	215	Verified	RiBi	87	90	87	90	825	648	825	NA	NA	NA	NA	NA
YBR155W	CNS1	385	Verified	other	45	90	45	90	1293	1158	1293	NA	NA	NA	NA	NA
YBR156C	SLI15	698	Verified	other	52	177	52	177	2326	2097	2326	NA	NA	NA	NA	NA
YBR157C	ICS2	255	Verified	other	835	129	835	129	1732	768	1732	NA	NA	NA	NA	NA
YBR158W	AMN1	549	Verified	other	260	155	260	155	2065	1650	2065	NA	NA	NA	NA	NA
YBR159W	IFA38	347	Verified	other	44	166	44	166	1254	1044	1254	NA	NA	NA	NA	NA
YBR160W	CDC28	298	Verified	other	78	94	78	94	1069	897	1069	NA	NA	NA	NA	NA
YBR161W	CSH1	376	Verified	other	227	140	227	140	1498	1131	1498	NA	NA	NA	NA	NA
YBR162C	TOS1	455	Verified	other	187	276	187	276	1831	1368	1831	NA	NA	NA	NA	NA
YBR162W-A	YSY6	65	Verified	other	35	105	35	105	338	198	338	NA	NA	NA	NA	NA
YBR163W	EXO5	585	Verified	other	102	88	102	88	1948	1758	1948	NA	NA	NA	NA	NA
YBR164C	ARL1	183	Verified	other	119	137	119	137	808	552	808	NA	NA	NA	NA	NA
YBR165W	UBS1	277	Verified	other	92	149	92	149	1075	834	1075	NA	NA	NA	NA	NA
YBR166C	TYR1	452	Verified	other	43	101	43	101	1503	1359	1503	NA	NA	NA	NA	NA
YBR167C	POP7	140	Verified	other	45	95	45	95	563	423	563	NA	NA	NA	NA	NA
YBR168W	PEX32	413	Verified	other	127	156	127	156	1525	1242	1525	NA	NA	NA	NA	NA
YBR169C	SSE2	693	Verified	HSF1	25	178	25	178	2285	2082	2285	NA	NA	NA	NA	NA
YBR170C	NPL4	580	Verified	other	34	130	34	130	1907	1743	1907	NA	NA	NA	NA	NA
YBR171W	SEC66	206	Verified	other	26	125	26	125	772	621	772	NA	NA	NA	NA	NA
YBR172C	SMY2	740	Verified	other	86	105	86	105	2414	2223	2414	NA	NA	NA	NA	NA
YBR173C	UMP1	148	Verified	other	28	144	28	144	619	447	619	NA	NA	NA	NA	NA
YBR174C	NA	104	Dubious	other	716	161	716	161	1192	315	1192	NA	NA	NA	NA	NA
YBR175W	SWD3	315	Verified	other	13	103	13	103	1064	948	1064	NA	NA	NA	NA	NA
YBR176W	ECM31	312	Verified	other	97	145	97	145	1181	939	1181	NA	NA	NA	NA	NA
YBR177C	EHT1	451	Verified	other	29	165	29	165	1550	1356	1550	NA	NA	NA	NA	NA
YBR178W	NA	124	Dubious	other	66	128	66	128	569	375	569	NA	NA	NA	NA	NA
YBR179C	FZO1	855	Verified	other	70	76	70	76	2714	2568	2714	NA	NA	NA	NA	NA
YBR180W	DTR1	572	Verified	other	NA	NA	48	123	1890	1719	1890	NA	NA	NA	NA	NA
YBR181C	RPS6B	236	Verified	RP	39	98	39	98	848	1063	1200	NA	NA	NA	NA	NA
YBR182C	SMP1	452	Verified	other	174	308	174	308	1841	1359	1841	NA	NA	NA	NA	NA
YBR182C-A	NA	64	Uncharacterized	other	51	157	51	157	403	195	403	NA	NA	NA	NA	NA
YBR183W	YPC1	316	Verified	other	97	81	97	81	1129	951	1129	NA	NA	NA	NA	NA
YBR184W	NA	523	Uncharacterized	other	0	147	0	147	1719	1572	1719	NA	NA	NA	NA	NA
YBR185C	MBA1	278	Verified	other	29	179	29	179	1045	837	1045	NA	NA	NA	NA	NA
YBR186W	PCH2	564	Verified	other	NA	NA	48	123	1866	1808	1979	NA	NA	NA	NA	NA
YBR187W	GDT1	280	Verified	other	114	144	114	144	1101	843	1101	NA	NA	NA	NA	NA
YBR188C	NTC20	140	Verified	other	68	183	68	183	674	423	674	NA	NA	NA	NA	NA
YBR189W	RPS9B	195	Verified	RP	31	70	31	70	689	1001	1102	NA	NA	NA	NA	NA
YBR190W	NA	103	Dubious	other	NA	NA	48	123	483	312	483	NA	NA	NA	NA	NA
YBR191W	RPL21A	160	Verified	RP	36	126	36	126	645	871	1033	NA	NA	NA	NA	NA
YBR191W-A	NA	24	Dubious	other	901	43	901	43	1019	75	1019	NA	NA	NA	NA	NA
YBR192W	RIM2	377	Verified	other	163	257	163	257	1554	1134	1554	NA	NA	NA	NA	NA
YBR193C	MED8	223	Verified	other	28	254	28	254	954	672	954	NA	NA	NA	NA	NA
YBR194W	AIM4	123	Verified	other	78	163	78	163	613	372	613	NA	NA	NA	NA	NA
YBR195C	MSI1	422	Verified	other	20	139	20	139	1428	1269	1428	NA	NA	NA	NA	NA
YBR196C	PGI1	554	Verified	glycolysis	42	157	42	157	1864	1665	1864	NA	NA	NA	NA	NA
YBR196C-A	NA	49	Uncharacterized	other	NA	NA	48	123	321	150	321	NA	NA	NA	NA	NA
YBR196C-B	NA	34	Uncharacterized	other	NA	NA	48	123	276	105	276	NA	NA	NA	NA	NA
YBR197C	NA	217	Verified	other	11	444	11	444	1109	654	1109	NA	NA	NA	NA	NA
YBR198C	TAF5	798	Verified	other	72	91	72	91	2560	2397	2560	NA	NA	NA	NA	NA
YBR199W	KTR4	464	Verified	other	93	177	93	177	1665	1395	1665	NA	NA	NA	NA	NA
YBR200W	BEM1	551	Verified	other	63	222	63	222	1941	1656	1941	NA	NA	NA	NA	NA
YBR200W-A	NA	54	Uncharacterized	other	NA	NA	48	123	336	165	336	NA	NA	NA	NA	NA
YBR201C-A	MIN7	67	Uncharacterized	other	188	239	188	239	631	204	631	NA	NA	NA	NA	NA
YBR201W	DER1	211	Verified	other	136	124	136	124	896	636	896	NA	NA	NA	NA	NA
YBR202W	MCM7	845	Verified	other	65	177	65	177	2780	2538	2780	NA	NA	NA	NA	NA
YBR203W	COS111	924	Verified	other	212	208	212	208	3195	2775	3195	NA	NA	NA	NA	NA
YBR204C	LDH1	375	Verified	other	44	228	44	228	1400	1128	1400	NA	NA	NA	NA	NA
YBR205W	KTR3	404	Verified	other	30	160	30	160	1405	1215	1405	NA	NA	NA	NA	NA
YBR206W	NA	107	Dubious	other	1000	72	1000	72	1396	324	1396	NA	NA	NA	NA	NA
YBR207W	FTH1	465	Verified	other	58	117	58	117	1573	1398	1573	NA	NA	NA	NA	NA
YBR208C	DUR12	1835	Verified	other	NA	NA	48	123	5679	5508	5679	NA	NA	NA	NA	NA
YBR209W	NA	105	Uncharacterized	other	NA	NA	48	123	489	318	489	NA	NA	NA	NA	NA
YBR210W	ERV15	142	Verified	other	38	13	38	13	480	429	480	NA	NA	NA	NA	NA
YBR211C	AME1	324	Verified	other	NA	NA	48	123	1146	975	1146	NA	NA	NA	NA	NA
YBR212W	NGR1	672	Verified	other	377	206	377	206	2602	2019	2602	NA	NA	NA	NA	NA
YBR213W	MET8	274	Verified	other	70	196	70	196	1091	825	1091	NA	NA	NA	NA	NA
YBR214W	SDS24	527	Verified	MSN2/4	79	184	79	184	1847	1584	1847	NA	NA	NA	NA	NA
YBR215W	HPC2	625	Verified	other	37	118	37	118	2033	1962	2117	NA	NA	NA	NA	NA
YBR216C	YBP1	674	Verified	other	30	228	30	228	2283	2025	2283	NA	NA	NA	NA	NA
YBR217W	ATG12	186	Verified	other	51	309	51	309	921	561	921	NA	NA	NA	NA	NA
YBR218C	PYC2	1180	Verified	other	89	116	89	116	3748	3543	3748	NA	NA	NA	NA	NA
YBR219C	NA	127	Uncharacterized	other	NA	NA	48	123	555	805	976	NA	NA	NA	NA	NA
YBR220C	NA	560	Uncharacterized	other	67	151	67	151	1901	1683	1901	NA	NA	NA	NA	NA
YBR221C	PDB1	366	Verified	other	203	233	203	233	1537	1101	1537	NA	NA	NA	NA	NA
YBR221W-A	NA	34	Uncharacterized	other	NA	NA	48	123	276	105	276	NA	NA	NA	NA	NA
YBR222C	PCS60	543	Verified	other	45	114	45	114	1791	1632	1791	NA	NA	NA	NA	NA
YBR223C	TDP1	544	Verified	other	23	243	23	243	1901	1635	1901	NA	NA	NA	NA	NA
YBR223W-A	NA	39	Dubious	other	NA	NA	48	123	291	120	291	NA	NA	NA	NA	NA
YBR224W	NA	171	Dubious	other	NA	NA	48	123	687	516	687	NA	NA	NA	NA	NA
YBR225W	NA	900	Uncharacterized	other	NA	NA	48	123	2874	2703	2874	NA	NA	NA	NA	NA
YBR226C	NA	136	Dubious	other	NA	NA	48	123	582	411	582	NA	NA	NA	NA	NA
YBR227C	MCX1	520	Verified	other	49	80	49	80	1692	1563	1692	NA	NA	NA	NA	NA
YBR228W	SLX1	304	Verified	other	0	128	0	128	1043	915	1043	NA	NA	NA	NA	NA
YBR229C	ROT2	954	Verified	other	9	131	9	131	3005	2865	3005	NA	NA	NA	NA	NA
YBR230C	OM14	134	Verified	MSN2/4	33	98	33	98	536	502	633	NA	NA	NA	NA	NA
YBR230W-A	COQ21	66	Verified	other	41	138	41	138	380	201	380	NA	NA	NA	NA	NA
YBR231C	SWC5	303	Verified	other	47	47	47	47	1006	912	1006	NA	NA	NA	NA	NA
YBR232C	NA	119	Dubious	other	NA	NA	48	123	531	360	531	NA	NA	NA	NA	NA
YBR233W	PBP2	413	Verified	other	109	150	109	150	1501	1242	1501	NA	NA	NA	NA	NA
YBR233W-A	DAD3	94	Verified	other	39	212	39	212	536	285	536	NA	NA	NA	NA	NA
